IDX,RegionVal,RegionType,ID,Unemployment Rate,Average Earnings,Percent High School Graduate
556,Glascock,County,0500000US13125,5.2,50590,81
557,Gordon,County,0500000US13129,5.4,40278,77
558,Greene,County,0500000US13133,4.5,55306,72
559,Lumpkin,County,0500000US13187,5.9,46607,74
560,Macon,County,0500000US13193,2.3,39482,88
561,Marion,County,0500000US13197,3.5,45095,88
562,Meriwether,County,0500000US13199,3.2,51114,76
563,Mitchell,County,0500000US13205,5.9,47445,87
564,Peach,County,0500000US13225,4.9,45436,73
565,Pickens,County,0500000US13227,5.3,54454,83
566,Pike,County,0500000US13231,4.6,44535,84
567,Polk,County,0500000US13233,5.2,42104,84
568,Pulaski,County,0500000US13235,5,51261,87
569,Monroe,County,0500000US13207,2.9,48073,78
570,Montgomery,County,0500000US13209,5.2,33054,86
571,Morgan,County,0500000US13211,2.7,32494,80
572,Muscogee,County,0500000US13215,2.9,45318,85
573,Spalding,County,0500000US13255,5.5,38381,85
574,Stephens,County,0500000US13257,3.2,54241,77
575,Stewart,County,0500000US13259,3.3,40658,72
576,Sumter,County,0500000US13261,4.3,49483,86
577,Talbot,County,0500000US13263,3.7,33835,73
578,Taliaferro,County,0500000US13265,5,46309,87
579,Terrell,County,0500000US13273,4.9,41742,82
580,Thomas,County,0500000US13275,5.1,31346,79
581,Tift,County,0500000US13277,2.6,42306,87
582,Toombs,County,0500000US13279,3,42480,79
583,Towns,County,0500000US13281,3.1,30834,89
584,Treutlen,County,0500000US13283,2.8,44450,88
585,Turner,County,0500000US13287,2.6,39515,87
586,Putnam,County,0500000US13237,4.5,44055,84
587,Quitman,County,0500000US13239,3.3,49334,83
588,Randolph,County,0500000US13243,5.1,50659,83
589,Rockdale,County,0500000US13247,4.8,47804,78
590,Seminole,County,0500000US13253,2.8,37708,80
591,White,County,0500000US13311,3.2,34162,88
592,Wilcox,County,0500000US13315,2.4,55425,78
593,Worth,County,0500000US13321,4.3,30270,73
594,Upson,County,0500000US13293,5.1,35692,82
595,Walker,County,0500000US13295,2.7,36441,78
596,Walton,County,0500000US13297,4.5,48513,84
597,Ware,County,0500000US13299,2.4,45447,85
598,Webster,County,0500000US13307,3.2,37797,79
599,Hawaii,County,0500000US15001,5.6,57456,79
600,Honolulu,County,0500000US15003,2.7,49233,82
601,Kalawao,County,0500000US15005,5.9,40399,76
602,Kauai,County,0500000US15007,2.5,44915,74
603,Maui,County,0500000US15009,5.7,37588,80
604,Payette,County,0500000US16075,5.9,44487,88
605,Teton,County,0500000US16081,4.8,38086,80
606,Camas,County,0500000US16025,4,41102,78
607,Washington,County,0500000US16087,2.7,46118,88
608,Ada,County,0500000US16001,3.2,51873,85
609,Adams,County,0500000US16003,5.4,48958,79
610,Bannock,County,0500000US16005,4.7,46932,88
611,Bear Lake,County,0500000US16007,4.5,42647,79
612,Benewah,County,0500000US16009,4.1,36859,87
613,Bingham,County,0500000US16011,5.8,39678,88
614,Blaine,County,0500000US16013,5.7,54259,77
615,Boise,County,0500000US16015,5.1,33686,82
616,Boundary,County,0500000US16021,5.7,49371,82
617,Butte,County,0500000US16023,4,36913,87
618,Caribou,County,0500000US16029,2.5,47435,88
619,Clearwater,County,0500000US16035,2.3,40418,84
620,Custer,County,0500000US16037,5,49965,88
621,Elmore,County,0500000US16039,5.1,40332,83
622,Franklin,County,0500000US16041,4.3,38459,88
623,Fremont,County,0500000US16043,4.8,40632,76
624,Idaho,County,0500000US16049,2.8,49986,89
625,Lemhi,County,0500000US16059,3,32946,80
626,Lewis,County,0500000US16061,3.9,50890,82
627,Lincoln,County,0500000US16063,3.8,42707,78
628,Nez Perce,County,0500000US16069,4.1,48737,77
629,Owyhee,County,0500000US16073,3.4,46513,87
630,Power,County,0500000US16077,3.7,57654,81
631,Shoshone,County,0500000US16079,2.5,52328,78
632,Twin Falls,County,0500000US16083,4.3,57664,88
633,Valley,County,0500000US16085,2.4,47676,79
634,Bonner,County,0500000US16017,2.9,35109,74
635,Bonneville,County,0500000US16019,2.4,54928,72
636,Canyon,County,0500000US16027,4,57688,75
637,Cassia,County,0500000US16031,3.1,39145,77
638,Clark,County,0500000US16033,4.1,31966,89
639,Gem,County,0500000US16045,4.6,41653,78
640,Gooding,County,0500000US16047,3.8,57921,81
641,Jefferson,County,0500000US16051,3.9,52176,86
642,Jerome,County,0500000US16053,5.9,40587,78
643,Kootenai,County,0500000US16055,5.7,56296,82
644,Latah,County,0500000US16057,4.2,48083,82
645,Madison,County,0500000US16065,5.8,44859,79
646,Minidoka,County,0500000US16067,4.1,51386,78
647,Oneida,County,0500000US16071,2.2,53795,76
648,Fayette,County,0500000US17051,3.2,38874,86
649,Ford,County,0500000US17053,5.5,49062,83
650,Franklin,County,0500000US17055,2.5,38849,85
651,Fulton,County,0500000US17057,4.7,57274,74
652,Greene,County,0500000US17061,4.6,32863,85
653,Grundy,County,0500000US17063,3,57340,89
654,Alexander,County,0500000US17003,3.6,53812,86
655,Bond,County,0500000US17005,3.5,35347,76
656,Cass,County,0500000US17017,4.2,48431,86
657,Clark,County,0500000US17023,5.8,38649,76
658,Clinton,County,0500000US17027,3.1,56650,88
659,Cook,County,0500000US17031,4.7,40875,81
660,DuPage,County,0500000US17043,4.2,38848,87
661,Gallatin,County,0500000US17059,2.8,41075,72
662,Jasper,County,0500000US17079,3,41033,75
663,Lake,County,0500000US17097,4.3,34027,85
664,Lawrence,County,0500000US17101,3.1,36754,74
665,Marshall,County,0500000US17123,3.2,32957,83
666,Mason,County,0500000US17125,2.8,33856,74
667,Menard,County,0500000US17129,5.3,44720,85
668,Piatt,County,0500000US17147,5.6,53438,76
669,Pulaski,County,0500000US17153,4.1,41635,80
670,Rock Island,County,0500000US17161,5.6,38985,82
671,Saline,County,0500000US17165,2.3,55987,77
672,Union,County,0500000US17181,5.2,31847,77
673,Wabash,County,0500000US17185,2.7,30095,76
674,Washington,County,0500000US17189,3.1,30279,78
675,Will,County,0500000US17197,3.7,54927,86
676,Adams,County,0500000US17001,5.8,30044,87
677,Boone,County,0500000US17007,4.8,54780,89
678,Brown,County,0500000US17009,4.9,34993,80
679,Bureau,County,0500000US17011,5.7,33398,88
680,Calhoun,County,0500000US17013,5.1,56509,74
681,Carroll,County,0500000US17015,2.9,31414,79
682,Champaign,County,0500000US17019,2.9,36096,82
683,Christian,County,0500000US17021,2.5,48310,88
684,Clay,County,0500000US17025,5.2,47873,79
685,Coles,County,0500000US17029,5.3,35660,79
686,Crawford,County,0500000US17033,2.4,43822,77
687,Cumberland,County,0500000US17035,4.4,44753,73
688,DeKalb,County,0500000US17037,2.9,44253,80
689,De Witt,County,0500000US17039,5.3,42742,89
690,Douglas,County,0500000US17041,4.9,35312,89
691,Edgar,County,0500000US17045,4.3,45520,73
692,Edwards,County,0500000US17047,5.5,43088,75
693,Effingham,County,0500000US17049,5.3,34064,88
694,Lee,County,0500000US17103,4.9,53719,73
695,Livingston,County,0500000US17105,4.7,34528,86
696,Logan,County,0500000US17107,4.6,43632,79
697,McDonough,County,0500000US17109,3.5,40685,87
698,McHenry,County,0500000US17111,3.7,32870,87
699,McLean,County,0500000US17113,3.1,50671,77
700,Macon,County,0500000US17115,3.9,55444,73
701,Hamilton,County,0500000US17065,5.4,53804,87
702,Hancock,County,0500000US17067,4.8,55585,82
703,Hardin,County,0500000US17069,3.8,44685,82
704,Henderson,County,0500000US17071,5.1,30327,76
705,Henry,County,0500000US17073,2.2,34985,83
706,Iroquois,County,0500000US17075,2.9,43882,73
707,Jackson,County,0500000US17077,3.1,50666,80
708,Jefferson,County,0500000US17081,5.6,32469,75
709,Jersey,County,0500000US17083,3.8,54533,85
710,Jo Daviess,County,0500000US17085,2.9,35472,89
711,Johnson,County,0500000US17087,4.1,57164,86
712,Kane,County,0500000US17089,4.4,40162,81
713,Kankakee,County,0500000US17091,5.1,43057,89
714,Kendall,County,0500000US17093,2.8,41542,77
715,Knox,County,0500000US17095,5,48722,86
716,LaSalle,County,0500000US17099,4.2,38393,74
717,St. Clair,County,0500000US17163,5.2,47021,87
718,Sangamon,County,0500000US17167,5.9,50722,82
719,Schuyler,County,0500000US17169,5.1,55847,87
720,Scott,County,0500000US17171,2.6,43266,76
721,Shelby,County,0500000US17173,5.2,31289,74
722,Macoupin,County,0500000US17117,5.9,47055,82
723,Madison,County,0500000US17119,4.3,34496,82
724,Marion,County,0500000US17121,5.1,34921,79
725,Massac,County,0500000US17127,2.6,42716,81
726,Mercer,County,0500000US17131,2.3,41973,86
727,Monroe,County,0500000US17133,2.4,45590,89
728,Montgomery,County,0500000US17135,5.9,43674,83
729,Morgan,County,0500000US17137,2.8,51513,88
730,Moultrie,County,0500000US17139,4.2,52011,84
731,Ogle,County,0500000US17141,4.3,48714,81
732,Peoria,County,0500000US17143,5.4,48490,88
733,Perry,County,0500000US17145,4,36138,78
734,Pike,County,0500000US17149,4.2,46696,73
735,Pope,County,0500000US17151,3.6,39754,80
736,Putnam,County,0500000US17155,5.3,50428,89
737,Randolph,County,0500000US17157,4,31533,77
738,Richland,County,0500000US17159,5.5,38792,86
739,Stark,County,0500000US17175,3.8,36624,87
740,Stephenson,County,0500000US17177,2.2,39691,88
741,Tazewell,County,0500000US17179,4,42852,75
742,Vermilion,County,0500000US17183,4.3,54810,85
743,Warren,County,0500000US17187,2.9,43900,83
744,Wayne,County,0500000US17191,4.8,34181,79
745,White,County,0500000US17193,3.3,36967,76
746,Whiteside,County,0500000US17195,4.8,35892,77
747,Williamson,County,0500000US17199,5.7,36845,87
748,Winnebago,County,0500000US17201,5.8,49219,85
749,Woodford,County,0500000US17203,5.1,39204,80
750,Crawford,County,0500000US18025,2.5,36148,82
751,Dearborn,County,0500000US18029,3.3,34578,84
752,Decatur,County,0500000US18031,4.4,39578,80
753,Delaware,County,0500000US18035,4.9,56926,77
754,Dubois,County,0500000US18037,3.1,43019,78
755,Elkhart,County,0500000US18039,2.2,57022,72
756,Fayette,County,0500000US18041,4.5,52491,72
757,Floyd,County,0500000US18043,5.7,46778,74
758,Fountain,County,0500000US18045,2.9,51667,72
759,Franklin,County,0500000US18047,5.3,54277,80
760,Grant,County,0500000US18053,4.2,53328,85
761,Greene,County,0500000US18055,3.1,42148,77
762,Hamilton,County,0500000US18057,5.7,36495,82
763,Hancock,County,0500000US18059,2.8,35464,81
764,Hendricks,County,0500000US18063,4,56940,80
765,Henry,County,0500000US18065,3.4,55500,72
766,Huntington,County,0500000US18069,5.3,47765,81
767,Jasper,County,0500000US18073,4.1,48394,76
768,Jay,County,0500000US18075,4.8,52118,75
769,Jefferson,County,0500000US18077,5.9,51339,77
770,Jennings,County,0500000US18079,4,42063,86
771,Johnson,County,0500000US18081,5.3,56339,85
772,Kosciusko,County,0500000US18085,5.9,45463,74
773,LaGrange,County,0500000US18087,3.7,32372,78
774,Adams,County,0500000US18001,3.5,50140,85
775,Benton,County,0500000US18007,3.2,45237,77
776,Cass,County,0500000US18017,5.6,39089,87
777,Daviess,County,0500000US18027,5.4,55668,88
778,DeKalb,County,0500000US18033,5.3,39885,79
779,Fulton,County,0500000US18049,3.9,39597,78
780,Gibson,County,0500000US18051,5.5,30011,73
781,Harrison,County,0500000US18061,2.9,30478,74
782,Howard,County,0500000US18067,3.7,49117,76
783,Jackson,County,0500000US18071,4.4,48004,86
784,Knox,County,0500000US18083,3.8,53286,72
785,Lawrence,County,0500000US18093,3.9,42969,81
786,Montgomery,County,0500000US18107,4.9,54077,78
787,Perry,County,0500000US18123,4.7,47790,79
788,Pike,County,0500000US18125,3.8,46495,87
789,Pulaski,County,0500000US18131,5,39712,73
790,Shelby,County,0500000US18145,4.5,42949,83
791,Spencer,County,0500000US18147,3.9,48858,81
792,Union,County,0500000US18161,2.3,43578,80
793,Washington,County,0500000US18175,5.3,47117,81
794,Wells,County,0500000US18179,3.3,48899,89
795,White,County,0500000US18181,2.4,34348,76
796,Allen,County,0500000US18003,3.4,44003,72
797,Bartholomew,County,0500000US18005,3.8,36933,85
798,Blackford,County,0500000US18009,4.3,43104,86
799,Boone,County,0500000US18011,2.8,42841,82
800,Brown,County,0500000US18013,3.7,49209,75
801,Carroll,County,0500000US18015,4.3,32982,75
802,Clark,County,0500000US18019,2.7,51623,85
803,Clay,County,0500000US18021,3.7,43127,86
804,Clinton,County,0500000US18023,5.8,34085,84
805,Monroe,County,0500000US18105,3.5,53860,86
806,Morgan,County,0500000US18109,2.5,47811,76
807,Newton,County,0500000US18111,2.6,56622,80
808,Noble,County,0500000US18113,2.9,30124,74
809,Ohio,County,0500000US18115,3.2,56975,89
810,Orange,County,0500000US18117,2.7,55587,75
811,Owen,County,0500000US18119,5.1,30279,76
812,Parke,County,0500000US18121,2.4,52494,88
813,Porter,County,0500000US18127,3.4,31773,86
814,Starke,County,0500000US18149,4.3,51580,85
815,Steuben,County,0500000US18151,5.5,55397,86
816,Sullivan,County,0500000US18153,3.3,55570,79
817,Switzerland,County,0500000US18155,3.4,44860,84
818,Tippecanoe,County,0500000US18157,4,56180,84
819,Tipton,County,0500000US18159,4.2,47093,81
820,Vanderburgh,County,0500000US18163,4.7,53743,87
821,Posey,County,0500000US18129,5,32811,79
822,Putnam,County,0500000US18133,5.4,35603,87
823,Randolph,County,0500000US18135,5,31608,74
824,Ripley,County,0500000US18137,2.2,43470,85
825,Rush,County,0500000US18139,5.1,33991,74
826,St. Joseph,County,0500000US18141,3,30522,73
827,Scott,County,0500000US18143,3.9,56220,77
828,Lake,County,0500000US18089,4.9,42407,73
829,LaPorte,County,0500000US18091,2.3,41998,87
830,Madison,County,0500000US18095,4.3,49178,87
831,Marion,County,0500000US18097,3.5,36117,72
832,Marshall,County,0500000US18099,2.7,56742,77
833,Martin,County,0500000US18101,4.3,50991,83
834,Miami,County,0500000US18103,2.8,39315,72
835,Vermillion,County,0500000US18165,5.6,43004,75
836,Vigo,County,0500000US18167,3.4,46937,82
837,Wabash,County,0500000US18169,4.8,33085,80
838,Warren,County,0500000US18171,5.2,57763,85
839,Warrick,County,0500000US18173,2.9,36502,87
840,Wayne,County,0500000US18177,2.5,33502,86
841,Whitley,County,0500000US18183,5.4,55728,87
842,Wayne,County,0500000US19185,3.2,36404,76
843,Webster,County,0500000US19187,4.9,36428,89
844,Winnebago,County,0500000US19189,5.1,50087,82
845,Winneshiek,County,0500000US19191,4.4,49001,76
846,Woodbury,County,0500000US19193,2.8,50766,78
847,Worth,County,0500000US19195,3.3,33155,75
848,Wright,County,0500000US19197,4.5,33618,79
849,Adams,County,0500000US19003,2.3,56442,79
850,Allamakee,County,0500000US19005,5.6,30153,89
851,Appanoose,County,0500000US19007,3.9,38670,80
852,Clarke,County,0500000US19039,3.1,45536,73
853,Clay,County,0500000US19041,4,40331,75
854,Clayton,County,0500000US19043,5,50634,76
855,Crawford,County,0500000US19047,3,32959,78
856,Dallas,County,0500000US19049,2.2,50895,80
857,Davis,County,0500000US19051,4.9,37450,72
858,Decatur,County,0500000US19053,4.2,32820,83
859,Des Moines,County,0500000US19057,5.5,45570,76
860,Dickinson,County,0500000US19059,3.9,30251,78
861,Dubuque,County,0500000US19061,3.8,45056,77
862,Emmet,County,0500000US19063,5.2,46873,77
863,Fayette,County,0500000US19065,2.8,32815,79
864,Franklin,County,0500000US19069,4.4,55750,78
865,Fremont,County,0500000US19071,5,49393,74
866,Greene,County,0500000US19073,3.9,32923,83
867,Grundy,County,0500000US19075,2.4,56055,78
868,Benton,County,0500000US19011,2.3,39317,83
869,Black Hawk,County,0500000US19013,4.3,53381,81
870,Boone,County,0500000US19015,2.4,44785,86
871,Bremer,County,0500000US19017,2.4,55782,84
872,Buchanan,County,0500000US19019,3.7,43117,82
873,Butler,County,0500000US19023,4.7,32101,76
874,Calhoun,County,0500000US19025,2.7,50963,81
875,Carroll,County,0500000US19027,4.7,32216,78
876,Cass,County,0500000US19029,5.2,32876,80
877,Cedar,County,0500000US19031,5.1,51597,78
878,Cherokee,County,0500000US19035,3.7,39283,87
879,Chickasaw,County,0500000US19037,4,54595,81
880,Adair,County,0500000US19001,2.5,40310,79
881,Audubon,County,0500000US19009,3,36501,83
882,Buena Vista,County,0500000US19021,3.7,52173,75
883,Cerro Gordo,County,0500000US19033,4.2,44249,83
884,Clinton,County,0500000US19045,5.7,38163,72
885,Delaware,County,0500000US19055,3.3,56624,83
886,Floyd,County,0500000US19067,3.9,50188,76
887,Hancock,County,0500000US19081,5.9,47569,80
888,Jasper,County,0500000US19099,4.2,43115,79
889,Lee,County,0500000US19111,5,43256,85
890,Lucas,County,0500000US19117,2.5,32280,73
891,Mitchell,County,0500000US19131,5.1,34222,85
892,O'Brien,County,0500000US19141,4.7,47248,87
893,Poweshiek,County,0500000US19157,4,45385,80
894,Scott,County,0500000US19163,5.9,54531,86
895,Union,County,0500000US19175,2.5,48378,82
896,Madison,County,0500000US19121,4.8,47060,75
897,Mahaska,County,0500000US19123,3.7,51118,81
898,Marion,County,0500000US19125,5.3,47871,73
899,Marshall,County,0500000US19127,5.8,45432,78
900,Mills,County,0500000US19129,3,42073,77
901,Monona,County,0500000US19133,3.7,55770,77
902,Monroe,County,0500000US19135,3.6,42792,76
903,Montgomery,County,0500000US19137,4.5,48353,75
904,Muscatine,County,0500000US19139,4.8,53071,76
905,Osceola,County,0500000US19143,5.1,44221,75
906,Page,County,0500000US19145,2.8,36073,72
907,Palo Alto,County,0500000US19147,2.8,34209,89
908,Plymouth,County,0500000US19149,3.4,55201,85
909,Pocahontas,County,0500000US19151,2.9,51301,76
910,Polk,County,0500000US19153,4.1,31904,75
911,Pottawattamie,County,0500000US19155,3.9,43948,87
912,Guthrie,County,0500000US19077,3.9,34272,76
913,Hamilton,County,0500000US19079,2.5,57783,85
914,Hardin,County,0500000US19083,5,49313,75
915,Harrison,County,0500000US19085,2.8,44484,86
916,Henry,County,0500000US19087,3.7,32204,81
917,Howard,County,0500000US19089,2.4,33116,79
918,Humboldt,County,0500000US19091,4.2,45597,87
919,Ida,County,0500000US19093,4,37954,72
920,Iowa,County,0500000US19095,4.6,47722,81
921,Jackson,County,0500000US19097,3.6,30947,77
922,Jefferson,County,0500000US19101,5.2,54244,87
923,Johnson,County,0500000US19103,5.7,55970,84
924,Jones,County,0500000US19105,5.1,36660,84
925,Keokuk,County,0500000US19107,5.3,40523,87
926,Kossuth,County,0500000US19109,4.4,45585,88
927,Linn,County,0500000US19113,3.9,55932,81
928,Louisa,County,0500000US19115,5.8,31425,76
929,Lyon,County,0500000US19119,4.7,34638,78
930,Ringgold,County,0500000US19159,4.5,52926,77
931,Sac,County,0500000US19161,4.5,33517,87
932,Shelby,County,0500000US19165,5.9,32738,73
933,Sioux,County,0500000US19167,5.4,37840,73
934,Story,County,0500000US19169,2.2,37545,73
935,Tama,County,0500000US19171,3,38906,88
936,Taylor,County,0500000US19173,2.4,37571,82
937,Van Buren,County,0500000US19177,2.3,48087,86
938,Wapello,County,0500000US19179,5.8,55922,77
939,Warren,County,0500000US19181,5.9,37877,89
940,Washington,County,0500000US19183,4.1,38633,88
941,Cherokee,County,0500000US20021,4.6,51639,85
942,Cheyenne,County,0500000US20023,3.2,45618,77
943,Clark,County,0500000US20025,3.4,44493,87
944,Clay,County,0500000US20027,3.9,35378,72
945,Cloud,County,0500000US20029,2.2,56383,74
946,Coffey,County,0500000US20031,4.9,42441,76
947,Cowley,County,0500000US20035,3.3,33385,88
948,Crawford,County,0500000US20037,2.9,56087,73
949,Decatur,County,0500000US20039,4.1,31337,78
950,Dickinson,County,0500000US20041,4.4,39983,88
951,Doniphan,County,0500000US20043,2.9,34133,79
952,Douglas,County,0500000US20045,3.6,55663,81
953,Elk,County,0500000US20049,5.4,48193,82
954,Ellis,County,0500000US20051,5.5,38850,74
955,Ellsworth,County,0500000US20053,5.1,45425,73
956,Ford,County,0500000US20057,4.2,43396,89
957,Franklin,County,0500000US20059,3,44635,79
958,Geary,County,0500000US20061,4.9,55951,77
959,Gove,County,0500000US20063,5.3,46593,73
960,Graham,County,0500000US20065,4.1,55991,81
961,Gray,County,0500000US20069,4.1,44233,86
962,Greeley,County,0500000US20071,5.2,51198,81
963,Greenwood,County,0500000US20073,2.8,39234,78
964,Hamilton,County,0500000US20075,4.9,54164,85
965,Harper,County,0500000US20077,3,56859,78
966,Harvey,County,0500000US20079,5.9,56810,89
967,Hodgeman,County,0500000US20083,4.5,38555,84
968,Jackson,County,0500000US20085,5.9,39974,84
969,Allen,County,0500000US20001,2.6,39505,77
970,Anderson,County,0500000US20003,4.3,42190,77
971,Chase,County,0500000US20017,4.5,34733,86
972,Comanche,County,0500000US20033,4.8,46927,85
973,Edwards,County,0500000US20047,4.6,44767,79
974,Finney,County,0500000US20055,2.4,37419,89
975,Grant,County,0500000US20067,4.6,47315,75
976,Haskell,County,0500000US20081,5.7,47056,77
977,Kearny,County,0500000US20093,5.1,34268,85
978,Kiowa,County,0500000US20097,2.7,50903,85
979,McPherson,County,0500000US20113,3,39830,80
980,Morton,County,0500000US20129,4.3,36250,80
981,Ottawa,County,0500000US20143,2.9,49459,75
982,Pottawatomie,County,0500000US20149,4.7,36077,88
983,Riley,County,0500000US20161,4,39652,85
984,Rush,County,0500000US20165,5.8,47355,84
985,Scott,County,0500000US20171,5.6,46096,89
986,Stafford,County,0500000US20185,4.6,30285,89
987,Stanton,County,0500000US20187,3.5,32498,76
988,Stevens,County,0500000US20189,5.5,54990,77
989,Thomas,County,0500000US20193,5.4,44783,79
990,Wichita,County,0500000US20203,3.8,39965,82
991,Atchison,County,0500000US20005,3.5,38175,77
992,Barber,County,0500000US20007,5.4,49013,76
993,Barton,County,0500000US20009,4,55279,76
994,Bourbon,County,0500000US20011,5.7,54563,74
995,Brown,County,0500000US20013,2.5,34352,88
996,Butler,County,0500000US20015,4.7,54760,82
997,Chautauqua,County,0500000US20019,4,33585,76
998,Jefferson,County,0500000US20087,2.9,48161,85
999,Jewell,County,0500000US20089,3.7,45839,85
1000,Johnson,County,0500000US20091,3.2,42010,84
1001,Kingman,County,0500000US20095,3.3,42467,83
1002,Labette,County,0500000US20099,2.3,47996,88
1003,Lane,County,0500000US20101,4.1,38611,76
1004,Leavenworth,County,0500000US20103,2.3,54436,81
1005,Lincoln,County,0500000US20105,3.2,42294,81
1006,Republic,County,0500000US20157,4.8,53847,72
1007,Rice,County,0500000US20159,2.9,45304,75
1008,Rooks,County,0500000US20163,2.8,36018,76
1009,Russell,County,0500000US20167,4.5,31123,74
1010,Saline,County,0500000US20169,4.9,37364,75
1011,Sedgwick,County,0500000US20173,2.9,53035,82
1012,Seward,County,0500000US20175,5.9,37192,78
1013,Shawnee,County,0500000US20177,5.1,48951,88
1014,Sheridan,County,0500000US20179,5.1,41575,83
1015,Linn,County,0500000US20107,4.4,32459,83
1016,Logan,County,0500000US20109,3.6,40743,78
1017,Lyon,County,0500000US20111,4.1,57964,84
1018,Marion,County,0500000US20115,4.2,42852,88
1019,Marshall,County,0500000US20117,5.2,53401,80
1020,Meade,County,0500000US20119,3.6,34287,78
1021,Miami,County,0500000US20121,5.3,50828,73
1022,Mitchell,County,0500000US20123,3.7,57488,76
1023,Montgomery,County,0500000US20125,3.3,48513,73
1024,Morris,County,0500000US20127,4.7,56628,77
1025,Nemaha,County,0500000US20131,2.5,43875,76
1026,Neosho,County,0500000US20133,3.4,47123,72
1027,Ness,County,0500000US20135,2.2,31015,76
1028,Norton,County,0500000US20137,3.4,47651,80
1029,Osage,County,0500000US20139,3.2,56539,74
1030,Osborne,County,0500000US20141,5.3,51177,87
1031,Pawnee,County,0500000US20145,5.3,30003,83
1032,Phillips,County,0500000US20147,2.4,41763,77
1033,Pratt,County,0500000US20151,3.4,42289,82
1034,Rawlins,County,0500000US20153,3.1,42150,83
1035,Reno,County,0500000US20155,2.7,56521,87
1036,Sherman,County,0500000US20181,3.8,35148,80
1037,Smith,County,0500000US20183,2.3,41278,79
1038,Sumner,County,0500000US20191,5.8,45070,79
1039,Trego,County,0500000US20195,5.5,32878,75
1040,Wabaunsee,County,0500000US20197,2.8,38859,80
1041,Wallace,County,0500000US20199,4,46918,79
1042,Washington,County,0500000US20201,5.3,55087,76
1043,Wilson,County,0500000US20205,2.5,41771,82
1044,Woodson,County,0500000US20207,3.6,44936,83
1045,Wyandotte,County,0500000US20209,3.7,42810,79
1046,Ohio,County,0500000US21183,3.9,35365,76
1047,Oldham,County,0500000US21185,3.8,51421,89
1048,Owen,County,0500000US21187,5.9,53573,75
1049,Owsley,County,0500000US21189,5.4,47016,74
1050,Pendleton,County,0500000US21191,2.9,41673,73
1051,Perry,County,0500000US21193,5,31812,74
1052,Pike,County,0500000US21195,2.7,31736,83
1053,Powell,County,0500000US21197,3.1,44613,77
1054,Pulaski,County,0500000US21199,4.8,50166,85
1055,Robertson,County,0500000US21201,5.3,48428,72
1056,Rockcastle,County,0500000US21203,4.3,52777,76
1057,Rowan,County,0500000US21205,4,32688,81
1058,Scott,County,0500000US21209,2.9,49904,78
1059,Simpson,County,0500000US21213,3,41098,85
1060,Taylor,County,0500000US21217,2.2,38313,77
1061,Washington,County,0500000US21229,5.3,53481,88
1062,Whitley,County,0500000US21235,5.8,39199,78
1063,Wolfe,County,0500000US21237,3.2,54277,80
1064,Woodford,County,0500000US21239,2.3,52092,89
1065,Russell,County,0500000US21207,3.3,50916,73
1066,Shelby,County,0500000US21211,4,31249,73
1067,Spencer,County,0500000US21215,5.7,57877,84
1068,Todd,County,0500000US21219,2.9,41510,87
1069,Trigg,County,0500000US21221,2.2,50399,82
1070,Trimble,County,0500000US21223,3.8,37356,86
1071,Union,County,0500000US21225,2.9,46436,73
1072,Warren,County,0500000US21227,5.6,45320,77
1073,Wayne,County,0500000US21231,2.4,47772,88
1074,Webster,County,0500000US21233,4.5,43658,73
1075,Ballard,County,0500000US21007,3.3,47631,72
1076,Barren,County,0500000US21009,2.3,32028,76
1077,Boone,County,0500000US21015,5.5,35072,83
1078,Boyd,County,0500000US21019,2.5,43170,88
1079,Boyle,County,0500000US21021,2.9,31375,89
1080,Bracken,County,0500000US21023,3.2,42820,72
1081,Adair,County,0500000US21001,4.1,30158,84
1082,Allen,County,0500000US21003,2.4,36347,74
1083,Anderson,County,0500000US21005,2.4,37863,86
1084,Bell,County,0500000US21013,5.5,54710,75
1085,Bourbon,County,0500000US21017,5.5,53471,84
1086,Breathitt,County,0500000US21025,2.4,56973,77
1087,Breckinridge,County,0500000US21027,3.4,50722,83
1088,Bullitt,County,0500000US21029,2.3,33930,82
1089,Butler,County,0500000US21031,3,50217,87
1090,Caldwell,County,0500000US21033,4.4,57531,88
1091,Carter,County,0500000US21043,5.6,42179,81
1092,Clark,County,0500000US21049,3.8,40173,81
1093,Clay,County,0500000US21051,4.9,43410,72
1094,Crittenden,County,0500000US21055,3.7,44564,83
1095,Daviess,County,0500000US21059,3.5,54916,72
1096,Edmonson,County,0500000US21061,3.9,38293,74
1097,Fayette,County,0500000US21067,4,37680,79
1098,Floyd,County,0500000US21071,5,56417,86
1099,Garrard,County,0500000US21079,3.3,57464,87
1100,Grayson,County,0500000US21085,5.3,49757,85
1101,Greenup,County,0500000US21089,5.6,57750,86
1102,Hardin,County,0500000US21093,5.5,53454,82
1103,Harlan,County,0500000US21095,3.4,56864,87
1104,Harrison,County,0500000US21097,4.2,31718,77
1105,Henderson,County,0500000US21101,3.3,44720,81
1106,Hopkins,County,0500000US21107,3.9,41960,80
1107,Jackson,County,0500000US21109,3.8,50806,77
1108,Johnson,County,0500000US21115,5,34894,74
1109,Knott,County,0500000US21119,5.4,50136,88
1110,Knox,County,0500000US21121,5.9,35236,88
1111,Larue,County,0500000US21123,3.7,46522,80
1112,Laurel,County,0500000US21125,3.6,44921,82
1113,Leslie,County,0500000US21131,2.4,43535,89
