Code,Longitude,Latitude,County,State,City,Name,ID2,ID,Depart,
HOU,-95.27888889,29.64541861,USA,TX,Houston,William P Hobby,2962,2962,1,0
MAF,-102.2019139,31.94252778,USA,TX,Midland,Midland International,2962.5,2963,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,2963,2963,1,0
MAF,-102.2019139,31.94252778,USA,TX,Midland,Midland International,2963.5,2964,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,2964,2964,1,0
MBS,-84.07964722,43.53291472,USA,MI,Saginaw,Mbs International,2964.5,2965,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,2965,2965,1,0
MBS,-84.07964722,43.53291472,USA,MI,Saginaw,Mbs International,2965.5,2966,0,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,2966,2966,1,0
MBS,-84.07964722,43.53291472,USA,MI,Saginaw,Mbs International,2966.5,2967,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,2967,2967,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2967.5,2968,0,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,2968,2968,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2968.5,2969,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,2969,2969,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2969.5,2970,0,0
AUS,-97.66987194,30.19453278,USA,TX,Austin,Austin-Bergstrom International,2970,2970,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2970.5,2971,0,0
BNA,-86.67818222,36.12447667,USA,TN,Nashville,Nashville International,2971,2971,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2971.5,2972,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,2972,2972,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2972.5,2973,0,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,2973,2973,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2973.5,2974,0,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,2974,2974,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2974.5,2975,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2975,2975,1,0
COS,-104.70025,38.80580556,USA,CO,Colorado Springs,City of Colorado Springs Muni,2975.5,2976,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2976,2976,1,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,2976.5,2977,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2977,2977,1,0
DAL,-96.85177222,32.84711389,USA,TX,Dallas,Dallas Love,2977.5,2978,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2978,2978,1,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,2978.5,2979,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2979,2979,1,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,2979.5,2980,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2980,2980,1,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,2980.5,2981,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2981,2981,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2981.5,2982,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,2982,2982,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2982.5,2983,0,0
FLL,-80.15275,26.07258333,USA,FL,Ft. Lauderdale,Fort Lauderdale-Hollywood Int'l,2983,2983,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2983.5,2984,0,0
IAD,-77.45580972,38.94453194,USA,VA,Chantilly,Washington Dulles International,2984,2984,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2984.5,2985,0,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,2985,2985,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2985.5,2986,0,0
ICT,-97.43304583,37.64995889,USA,KS,Wichita,Wichita Mid-Continent,2986,2986,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2986.5,2987,0,0
IND,-86.29438417,39.71732917,USA,IN,Indianapolis,Indianapolis International,2987,2987,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2987.5,2988,0,0
JAX,-81.68786111,30.49405556,USA,FL,Jacksonville,Jacksonville International,2988,2988,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2988.5,2989,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,2989,2989,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2989.5,2990,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,2990,2990,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2990.5,2991,0,0
LNK,-96.75925,40.85097222,USA,NE,Lincoln,Lincoln Municipal,2991,2991,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2991.5,2992,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,2992,2992,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2992.5,2993,0,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,2993,2993,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2993.5,2994,0,0
MEM,-89.97666667,35.04241667,USA,TN,Memphis,Memphis International,2994,2994,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2994.5,2995,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2995,2995,1,0
MIA,-80.29055556,25.79325,USA,FL,Miami,Miami International,2995.5,2996,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2996,2996,1,0
MKE,-87.89658333,42.94722222,USA,WI,Milwaukee,General Mitchell International,2996.5,2997,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2997,2997,1,0
MSN,-89.33751361,43.13985778,USA,WI,Madison,Dane County Regional,2997.5,2998,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2998,2998,1,0
MSP,-93.2169225,44.88054694,USA,MN,Minneapolis,Minneapolis-St Paul Intl,2998.5,2999,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,2999,2999,1,0
MSY,-90.25802778,29.99338889,USA,LA,New Orleans,New Orleans International,2999.5,3000,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3000,3000,1,0
OAK,-122.2207167,37.72129083,USA,CA,Oakland,Metropolitan Oakland International,3000.5,3001,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3001,3001,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3001.5,3002,0,0
OKC,-97.60073389,35.39308833,USA,OK,Oklahoma City,Will Rogers World,3002,3002,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3002.5,3003,0,0
OMA,-95.89417306,41.30251861,USA,NE,Omaha,Eppley Airfield,3003,3003,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3003.5,3004,0,0
ONT,-117.6011944,34.056,USA,CA,Ontario,Ontario International,3004,3004,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3004.5,3005,0,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3005,3005,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3005.5,3006,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3006,3006,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3006.5,3007,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,3007,3007,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3007.5,3008,0,0
PIT,-80.23287083,40.49146583,USA,PA,Pittsburgh,Pittsburgh International,3008,3008,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3008.5,3009,0,0
RDU,-78.78747222,35.87763889,USA,NC,Raleigh,Raleigh-Durham International,3009,3009,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3009.5,3010,0,0
RSW,-81.75516667,26.53616667,USA,FL,Ft. Myers,Southwest Florida International,3010,3010,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3010.5,3011,0,0
SAN,-117.1896567,32.73355611,USA,CA,San Diego,San Diego International-Lindbergh,3011,3011,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3011.5,3012,0,0
SAT,-98.46977778,29.53369444,USA,TX,San Antonio,San Antonio International,3012,3012,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3012.5,3013,0,0
SEA,-122.3093131,47.44898194,USA,WA,Seattle,Seattle-Tacoma Intl,3013,3013,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3013.5,3014,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,3014,3014,1,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3014.5,3015,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3015,3015,1,0
STL,-90.35998972,38.74768694,USA,MO,St Louis,Lambert-St Louis International,3015.5,3016,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3016,3016,1,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,3016.5,3017,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3017,3017,1,0
TUL,-95.88824167,36.19837222,USA,OK,Tulsa,Tulsa International,3017.5,3018,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3018,3018,1,0
TUS,-110.9410278,32.11608333,USA,AZ,Tucson,Tucson International,3018.5,3019,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3019,3019,1,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,3019.5,3020,0,0
MCN,-83.64921083,32.69284944,USA,GA,Macon,Middle Georgia Regional,3020,3020,1,0
ABQ,-106.6091944,35.04022222,USA,NM,Albuquerque,Albuquerque International,3020.5,3021,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3021,3021,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3021.5,3022,0,0
ALB,-73.80297861,42.74811944,USA,NY,Albany,Albany Cty,3022,3022,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3022.5,3023,0,0
ATL,-84.42694444,33.64044444,USA,GA,Atlanta,William B Hartsfield-Atlanta Intl,3023,3023,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3023.5,3024,0,0
AUS,-97.66987194,30.19453278,USA,TX,Austin,Austin-Bergstrom International,3024,3024,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3024.5,3025,0,0
AVL,-82.54180556,35.43619444,USA,NC,Asheville,Asheville Regional,3025,3025,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3025.5,3026,0,0
BDL,-72.68322833,41.93887417,USA,CT,Windsor Locks,Bradley International,3026,3026,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3026.5,3027,0,0
BHM,-86.75354972,33.56294306,USA,AL,Birmingham,Birmingham International,3027,3027,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3027.5,3028,0,0
BMI,-88.91595278,40.47798556,USA,IL,Bloomington,Central Illinois Regional,3028,3028,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3028.5,3029,0,0
BNA,-86.67818222,36.12447667,USA,TN,Nashville,Nashville International,3029,3029,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3029.5,3030,0,0
BOS,-71.00517917,42.3643475,USA,MA,Boston,Gen Edw L Logan Intl,3030,3030,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3030.5,3031,0,0
BQN,-67.12944444,18.49486111,USA,PR,Aguadilla,Rafael Hernandez,3031,3031,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3031.5,3032,0,0
BTV,-73.1503125,44.47300361,USA,VT,Burlington,Burlington International,3032,3032,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3032.5,3033,0,0
BUF,-78.73216667,42.94052472,USA,NY,Buffalo,Buffalo Niagara Intl,3033,3033,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3033.5,3034,0,0
BWI,-76.66819833,39.17540167,USA,MD,Baltimore,Baltimore-Washington International,3034,3034,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3034.5,3035,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3035,3035,1,0
CLE,-81.84939667,41.41089417,USA,OH,Cleveland,Cleveland-Hopkins Intl,3035.5,3036,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3036,3036,1,0
CLT,-80.94312583,35.21401111,USA,NC,Charlotte,Charlotte/Douglas International,3036.5,3037,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3037,3037,1,0
CMH,-82.89188278,39.99798528,USA,OH,Columbus,Port Columbus Intl,3037.5,3038,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3038,3038,1,0
CVG,-84.6621725,39.04614278,USA,KY,Covington,Cincinnati Northern Kentucky Intl,3038.5,3039,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3039,3039,1,0
DAY,-84.219375,39.90237583,USA,OH,Dayton,James M Cox Dayton Intl,3039.5,3040,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3040,3040,1,0
DCA,-77.03772222,38.85208333,USA,VA,Arlington,Ronald Reagan Washington National,3040.5,3041,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3041,3041,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3041.5,3042,0,0
DEN,-104.6670019,39.85840806,USA,CO,Denver,Denver Intl,3042,3042,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3042.5,3043,0,0
DFW,-97.0372,32.89595056,USA,TX,Dallas-Fort Worth,Dallas-Fort Worth International,3043,3043,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3043.5,3044,0,0
DTW,-83.34883583,42.21205889,USA,MI,Detroit,Detroit Metropolitan-Wayne County,3044,3044,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3044.5,3045,0,0
EWR,-74.16866056,40.69249722,USA,NJ,Newark,Newark Intl,3045,3045,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3045.5,3046,0,0
EYW,-81.75955556,24.55611111,USA,FL,Key West,Key West International,3046,3046,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3046.5,3047,0,0
FLL,-80.15275,26.07258333,USA,FL,Ft. Lauderdale,Fort Lauderdale-Hollywood Int'l,3047,3047,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3047.5,3048,0,0
FNT,-83.74345639,42.96550333,USA,MI,Flint,Bishop,3048,3048,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3048.5,3049,0,0
GRR,-85.52276778,42.88081972,USA,MI,Grand Rapids,Kent County International,3049,3049,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3049.5,3050,0,0
GSO,-79.9372975,36.09774694,USA,NC,Greensboro,Piedmont Triad International,3050,3050,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3050.5,3051,0,0
GSP,-82.21885833,34.89566722,USA,SC,Greer,Greenville-Spartanburg,3051,3051,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3051.5,3052,0,0
HOU,-95.27888889,29.64541861,USA,TX,Houston,William P Hobby,3052,3052,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3052.5,3053,0,0
HPN,-73.70757444,41.06695778,USA,NY,White Plains,Westchester Cty,3053,3053,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3053.5,3054,0,0
HSV,-86.77310944,34.6404475,USA,AL,Huntsville,Huntsville International,3054,3054,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3054.5,3055,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3055,3055,1,0
IAH,-95.33972222,29.98047222,USA,TX,Houston,George Bush Intercontinental,3055.5,3056,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3056,3056,1,0
IND,-86.29438417,39.71732917,USA,IN,Indianapolis,Indianapolis International,3056.5,3057,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3057,3057,1,0
ISP,-73.10021194,40.7952425,USA,NY,Islip,Long Island - MacArthur,3057.5,3058,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3058,3058,1,0
JAN,-90.07588889,32.31116667,USA,MS,Jackson,Jackson International,3058.5,3059,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3059,3059,1,0
JAX,-81.68786111,30.49405556,USA,FL,Jacksonville,Jacksonville International,3059.5,3060,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3060,3060,1,0
JFK,-73.77892556,40.63975111,USA,NY,New York,John F Kennedy Intl,3060.5,3061,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3061,3061,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3061.5,3062,0,0
LAS,-115.1523333,36.08036111,USA,NV,Las Vegas,McCarran International,3062,3062,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3062.5,3063,0,0
LAX,-118.4080744,33.94253611,USA,CA,Los Angeles,Los Angeles International,3063,3063,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3063.5,3064,0,0
LEX,-84.60538889,38.03697222,USA,KY,Lexington,Blue Grass,3064,3064,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3064.5,3065,0,0
LGA,-73.87260917,40.77724306,USA,NY,New York,LaGuardia,3065,3065,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3065.5,3066,0,0
LIT,-92.22424556,34.72939611,USA,AR,Little Rock,Adams,3066,3066,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3066.5,3067,0,0
MCI,-94.71390556,39.29760528,USA,MO,Kansas City,Kansas City International,3067,3067,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3067.5,3068,0,0
MDT,-76.76340361,40.19349528,USA,PA,Harrisburg,Harrisburg Intl,3068,3068,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3068.5,3069,0,0
MDW,-87.75242444,41.7859825,USA,IL,Chicago,Chicago Midway,3069,3069,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3069.5,3070,0,0
MEM,-89.97666667,35.04241667,USA,TN,Memphis,Memphis International,3070,3070,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3070.5,3071,0,0
MHT,-71.43705583,42.93451639,USA,NH,Manchester,Manchester,3071,3071,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3071.5,3072,0,0
MIA,-80.29055556,25.79325,USA,FL,Miami,Miami International,3072,3072,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3072.5,3073,0,0
MKE,-87.89658333,42.94722222,USA,WI,Milwaukee,General Mitchell International,3073,3073,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3073.5,3074,0,0
MLI,-90.50753917,41.44852639,USA,IL,Moline,Quad City,3074,3074,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3074.5,3075,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3075,3075,1,0
MSY,-90.25802778,29.99338889,USA,LA,New Orleans,New Orleans International,3075.5,3076,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3076,3076,1,0
OKC,-97.60073389,35.39308833,USA,OK,Oklahoma City,Will Rogers World,3076.5,3077,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3077,3077,1,0
OMA,-95.89417306,41.30251861,USA,NE,Omaha,Eppley Airfield,3077.5,3078,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3078,3078,1,0
ORD,-87.90446417,41.979595,USA,IL,Chicago,Chicago O'Hare International,3078.5,3079,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3079,3079,1,0
ORF,-76.20122222,36.89461111,USA,VA,Norfolk,Norfolk International,3079.5,3080,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3080,3080,1,0
PBI,-80.09559417,26.68316194,USA,FL,West Palm Beach,Palm Beach International,3080.5,3081,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3081,3081,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3081.5,3082,0,0
PDX,-122.5975,45.58872222,USA,OR,Portland,Portland Intl,3082,3082,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3082.5,3083,0,0
PFN,-85.68280556,30.21208333,USA,FL,Panama City,Panama City-Bay County International,3083,3083,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3083.5,3084,0,0
PHF,-76.4929875,37.13189556,USA,VA,Newport News,Newport News/Williamsburg International,3084,3084,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3084.5,3085,0,0
PHL,-75.24114083,39.87195278,USA,PA,Philadelphia,Philadelphia Intl,3085,3085,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3085.5,3086,0,0
PHX,-112.0080556,33.43416667,USA,AZ,Phoenix,Phoenix Sky Harbor International,3086,3086,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3086.5,3087,0,0
PIT,-80.23287083,40.49146583,USA,PA,Pittsburgh,Pittsburgh International,3087,3087,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3087.5,3088,0,0
PNS,-87.18744444,30.47330556,USA,FL,Pensacola,Pensacola Regional,3088,3088,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3088.5,3089,0,0
PSE,-66.56301194,18.00830278,USA,PR,Ponce,Mercedita,3089,3089,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3089.5,3090,0,0
PVD,-71.42822111,41.72399917,USA,RI,Providence,Theodore F Green State,3090,3090,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3090.5,3091,0,0
PWM,-70.30875,43.64616667,USA,ME,Portland,Portland International Jetport,3091,3091,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3091.5,3092,0,0
RDU,-78.78747222,35.87763889,USA,NC,Raleigh,Raleigh-Durham International,3092,3092,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3092.5,3093,0,0
RIC,-77.31966667,37.50516667,USA,VA,Richmond,Richmond International,3093,3093,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3093.5,3094,0,0
ROC,-77.67238389,43.11886611,USA,NY,Rochester,Greater Rochester Int'l,3094,3094,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3094.5,3095,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3095,3095,1,0
SAN,-117.1896567,32.73355611,USA,CA,San Diego,San Diego International-Lindbergh,3095.5,3096,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3096,3096,1,0
SAT,-98.46977778,29.53369444,USA,TX,San Antonio,San Antonio International,3096.5,3097,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3097,3097,1,0
SDF,-85.736,38.17438889,USA,KY,Louisville,Louisville International-Standiford,3097.5,3098,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3098,3098,1,0
SEA,-122.3093131,47.44898194,USA,WA,Seattle,Seattle-Tacoma Intl,3098.5,3099,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3099,3099,1,0
SFO,-122.3748433,37.61900194,USA,CA,San Francisco,San Francisco International,3099.5,3100,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3100,3100,1,0
SJU,-66.00183333,18.43941667,USA,PR,San Juan,Luis Munoz Marin International,3100.5,3101,0,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3101,3101,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3101.5,3102,0,0
SLC,-111.9777731,40.78838778,USA,UT,Salt Lake City,Salt Lake City Intl,3102,3102,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3102.5,3103,0,0
STL,-90.35998972,38.74768694,USA,MO,St Louis,Lambert-St Louis International,3103,3103,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3103.5,3104,0,0
SWF,-74.10483833,41.50409361,USA,NY,Newburgh,Stewart,3104,3104,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3104.5,3105,0,0
SYR,-76.10631056,43.11118694,USA,NY,Syracuse,Syracuse-Hancock Intl,3105,3105,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3105.5,3106,0,0
TLH,-84.35033333,30.39652778,USA,FL,Tallahassee,Tallahassee Regional,3106,3106,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3106.5,3107,0,0
TPA,-82.53325,27.97547222,USA,FL,Tampa,Tampa International,3107,3107,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3107.5,3108,0,0
TUL,-95.88824167,36.19837222,USA,OK,Tulsa,Tulsa International,3108,3108,1,0
MCO,-81.31602778,28.42888889,USA,FL,Orlando,Orlando International,3108.5,3109,0,0
